song,listener,score,left_bass,right_bass,left_drums,right_drums,left_other,right_other,left_vocals,right_vocals
Actions - One Minute Smile,L5009,0.17487268845064885,0.08987830723575581,0.10010297097029261,0.14051033230008717,0.1301363742482661,0.22696259925996204,0.24793464792927516,0.22869915787731065,0.23475711778424113
Actions - One Minute Smile,L5024,0.17872806010500858,0.11087270014131426,0.1055403772661227,0.14059129660368191,0.1365080276108102,0.22131661143736964,0.24355416194773244,0.24079694625235226,0.23064435958068508
Actions - One Minute Smile,L5042,0.17324573027788423,0.09352291540254232,0.0943926524115099,0.14078492477577093,0.14967246285123434,0.22397603399933874,0.24087777385085582,0.23178868113980644,0.2109503977920153
Actions - One Minute Smile,L5089,0.17219029823348703,0.10002798166191414,0.10061243020008917,0.17030600930289594,0.16677845788387713,0.22082456265809983,0.23423473049391455,0.1934264354121933,0.19131177825491233
Actions - One Minute Smile,L5051,0.17274109292268558,0.09852949941654066,0.08357478501070349,0.1623904527129028,0.17236933113452046,0.22069970537918931,0.23809606362918176,0.20769248159973086,0.19857642449871524
Actions - One Minute Smile,L5064,0.17251084468670563,0.09535316023371534,0.10565555295632634,0.15014781535373373,0.14445750143160638,0.22075726415097469,0.23520311688744017,0.220314560029096,0.2081977864507524
Alexander Ross - Goodbye Bolero,L5066,0.22891751840350608,0.17256273808405853,0.1738450559521682,0.18023473317927707,0.18535900770133448,0.32495932259336524,0.32131411383839126,0.23860815951211975,0.23445701636733413
Alexander Ross - Goodbye Bolero,L5057,0.2324200422301561,0.16882465244314213,0.17049069289609026,0.18484542959817996,0.19743840912359706,0.3354859680684147,0.32512581980960864,0.24411293644056328,0.2330364294616529
Alexander Ross - Goodbye Bolero,L5072,0.2267554504584628,0.17255016362380735,0.17830130931619675,0.18419775928794047,0.18424705655790397,0.3176596606087842,0.3098475385682399,0.23609970289112095,0.23114041281370876
Alexander Ross - Goodbye Bolero,L5084,0.2324697555519139,0.175633800780052,0.17793091630937208,0.19028804322790904,0.19904443309892256,0.3288335218445232,0.3262942007025739,0.23179931194859538,0.22993381650336317
Alexander Ross - Goodbye Bolero,L5065,0.22880617758779656,0.1707678412469101,0.17338718561365463,0.18460809703889397,0.18819763143856852,0.315656702107873,0.3258216208161371,0.23629194136289972,0.23571840107743533
Alexander Ross - Goodbye Bolero,L5047,0.21571759216725295,0.14928068873595826,0.1673322727283576,0.18288766539519963,0.18819730329762868,0.29434846940896076,0.2847572224269952,0.22821030503658754,0.23072681030833578
ANiMAL - Rockshow,L5041,0.15975828168507317,0.07770871176584318,0.09057662086130075,0.17698927468094164,0.18428175587975731,0.16529628840544042,0.16234758439414032,0.21900069871460615,0.20186531877855546
ANiMAL - Rockshow,L5011,0.16449430359139897,0.09602501491654213,0.08766408610994039,0.18071708167037534,0.18249814563923658,0.17178347323318743,0.17105069094202868,0.213710359644608,0.21250557657527333
ANiMAL - Rockshow,L5014,0.16257272006033863,0.0784861142943041,0.07742195488934885,0.17737905272687354,0.17288346698216903,0.16849632621541205,0.17868533409523396,0.22339657563374532,0.2238329356456223
ANiMAL - Rockshow,L5062,0.15586581888506562,0.0860465446875128,0.09471056509778732,0.17521628543586382,0.17536686140592495,0.15563866374762036,0.15407936014378776,0.20373933892969529,0.20212893163233275
ANiMAL - Rockshow,L5005,0.16218673661219413,0.06142184800042108,0.06890325920197779,0.1749777521865523,0.1701373601305186,0.18631440014172024,0.18689804301630245,0.22345466158061883,0.22538656863944176
ANiMAL - Rockshow,L5045,0.15463725814980936,0.0852394430829495,0.0834997251964947,0.17581680776346792,0.17696945332719077,0.15399647429846597,0.15672398795602005,0.20126010716740395,0.20359206640648198
Clara Berry And Wooldog - Waltz For My Victims,L5076,0.22160959824932588,0.15107077606808472,0.15097301044539263,0.17223026311373277,0.1712232706924158,0.3775730620320388,0.35320872802424524,0.19522760584403842,0.2013700697746586
Clara Berry And Wooldog - Waltz For My Victims,L5013,0.2576191211622061,0.15797334677968117,0.15465486649349763,0.16453767079934015,0.16739824590298397,0.5288821685865895,0.4736702184740915,0.20413165277875106,0.20970479948271387
Clara Berry And Wooldog - Waltz For My Victims,L5085,0.22686992445996296,0.1575428685544985,0.15894313869517945,0.1679296872973119,0.1734067162624623,0.4018872574774871,0.3514744133783356,0.20012395320193355,0.2036513608124952
Clara Berry And Wooldog - Waltz For My Victims,L5053,0.21861789319656535,0.14679917579631432,0.1446732207097699,0.17259711928458063,0.17112734034064658,0.35867818396726747,0.3512495114132614,0.19907300441686093,0.20474558964382136
Clara Berry And Wooldog - Waltz For My Victims,L5037,0.24828505289492664,0.14977321791711615,0.14482922768794954,0.1672916638914519,0.17576675700360112,0.5580513410007268,0.3842176260949579,0.20434931489878536,0.2020012746648243
Clara Berry And Wooldog - Waltz For My Victims,L5043,0.2399118302689105,0.15609524578557174,0.14899859597271584,0.1643204127800588,0.17151531950744717,0.46758321761259036,0.4042188033203982,0.19974684339871113,0.20681620377379056
Clara Berry And Wooldog - Waltz For My Victims,L5068,0.21698274495720887,0.1435830231531421,0.1437051652614777,0.1710866084450049,0.17694968903975322,0.37407637009298783,0.3313947191538079,0.1954025535521158,0.1996638309593815
Fergessen - Nos Palpitants,L5009,0.2734556791863495,0.16019823653804194,0.172513555515451,0.1896698707304429,0.17573188763821077,0.3574919913415745,0.3814337206442828,0.3247173692347948,0.42588880184799716
Fergessen - Nos Palpitants,L5024,0.2741011412781328,0.167680585531661,0.16808263634147508,0.18992604134973998,0.1801868860565875,0.3563942483885465,0.38100527481599267,0.3605518402174943,0.3889816175235652
Fergessen - Nos Palpitants,L5042,0.2538304369534823,0.1597942226816354,0.1607609702016501,0.18366090096819934,0.18640841672599082,0.35984698159134626,0.3631211181008564,0.32448927822084156,0.29256160713733864
Fergessen - Nos Palpitants,L5089,0.2313915829231188,0.13706167023408838,0.16154028563033718,0.20473571781849143,0.19854835702709775,0.32248897775562957,0.3298427156717808,0.24790869060542145,0.24900624864210374
Fergessen - Nos Palpitants,L5051,0.2361463139767987,0.14184664819760168,0.14182858151952682,0.20053146218634546,0.19859124671255862,0.33738059876270843,0.345442288651033,0.2607166337603881,0.26283305202422746
Fergessen - Nos Palpitants,L5064,0.2490880392912861,0.15632040760455035,0.17219223541376488,0.19290416451394832,0.18274243679217028,0.34684812316117664,0.3545255235371285,0.29263471237462,0.2945367109329297
James May - On The Line,L5066,0.21112239122907275,0.1833531704539778,0.1865900593950126,0.14918830696277013,0.15931386970349704,0.30291154562666067,0.27170926812991464,0.21946825448664636,0.21644465507410265
James May - On The Line,L5057,0.2109846433212532,0.17476936682470037,0.1772968875016301,0.15077490041688763,0.16410253328141652,0.314637410471185,0.2677732846617028,0.2244843632018594,0.21403840021064374
James May - On The Line,L5072,0.2091545898027184,0.17654911621619945,0.19544733585188806,0.1497273743603961,0.16107564814004294,0.2938096314087178,0.2682948986552232,0.2139559153873488,0.21437679840193077
James May - On The Line,L5084,0.2080058571631253,0.16890732155449728,0.17450606021571888,0.1626374557394325,0.17843615075131947,0.291913524718032,0.26459588118978616,0.21227774976630254,0.2107727133699136
James May - On The Line,L5065,0.2070382146159151,0.17363485127539965,0.17153599700078215,0.15279063400076484,0.16734715168475806,0.29267000153420164,0.2670399578193799,0.2148875643653748,0.21639955924665966
James May - On The Line,L5047,0.20736382997305902,0.18162971402323042,0.18521867762479513,0.1556517070388355,0.1626177080669556,0.2919585450227834,0.2554245234865376,0.21220249377379224,0.21420727074754226
