song,listener,score,left_bass,right_bass,left_drums,right_drums,left_other,right_other,left_vocals,right_vocals
Actions - One Minute Smile,L5066,0.17088478705056312,0.09203793680667505,0.09586420186213136,0.14523378723465263,0.15137503394467172,0.2237093145821823,0.23803329906154794,0.21967979184563652,0.2011449310670074
Actions - One Minute Smile,L5057,0.1746402311860343,0.0882914930137812,0.09450155031261326,0.15747166105158772,0.1574105055904716,0.23068988608472646,0.23921428347343954,0.22695109713130907,0.20259137283034556
Actions - One Minute Smile,L5072,0.1712310299978837,0.09697870005008415,0.09930092039302901,0.15084013176514535,0.15092834270176098,0.2233530419155383,0.23424230024250814,0.21125100627239635,0.2029537966426074
Actions - One Minute Smile,L5084,0.1749114828270269,0.09654708628785519,0.10414356103075426,0.1599498497009408,0.16054622095248294,0.22517134191458027,0.24328367753734895,0.21328590113085388,0.1963642240613988
Actions - One Minute Smile,L5065,0.17230688877238431,0.09065990655837368,0.0915356695944782,0.15549850048207606,0.16239736726003756,0.22372856084971285,0.24363333104175328,0.21414809372100518,0.19685368067163775
Actions - One Minute Smile,L5047,0.17107552375204674,0.08782326373767005,0.08693604315064167,0.15526151388589152,0.15468934699468848,0.22478483357534182,0.2334262373194868,0.21801971505201018,0.20766323630064348
Alexander Ross - Goodbye Bolero,L5041,0.229573647476713,0.16996654776025788,0.1604559677630061,0.1804646618968681,0.19065606103004648,0.3463895710465664,0.31408550188049805,0.24343964449154176,0.23113122394491914
Alexander Ross - Goodbye Bolero,L5011,0.20067263191131174,0.11161346836995366,0.11308571490394081,0.174833526036456,0.1824604573399939,0.27266752180250486,0.2889587024764671,0.23139840348740304,0.23036326087377434
Alexander Ross - Goodbye Bolero,L5014,0.2409081924539152,0.18427719364113448,0.16814896908422683,0.1734841365660729,0.1841542669827942,0.3531490374405494,0.36812810836687787,0.24780254383273687,0.2481212837169291
Alexander Ross - Goodbye Bolero,L5062,0.22656235390303237,0.17645679764048716,0.1765432279494329,0.17846235506296532,0.18639254683448908,0.3220976227506719,0.3021281229843063,0.23767120142381074,0.23274695657809552
Alexander Ross - Goodbye Bolero,L5005,0.23327225091477666,0.1512000466390368,0.14747219392420166,0.17965136112188163,0.1915091666284705,0.3437972335846713,0.35119650710495576,0.25057681177393315,0.25077468654106266
