song,listener,score,left_bass,right_bass,left_drums,right_drums,left_other,right_other,left_vocals,right_vocals
Actions - One Minute Smile,L5040,0.17441068609431187,0.08205002509872356,0.08980842696008283,0.1481518896992499,0.15807141224590432,0.2320014856390199,0.24380537508293515,0.23455332583158323,0.20684354819699616
Actions - One Minute Smile,L5008,0.17388878252322246,0.09138779849790862,0.08094762418652202,0.13591119692611858,0.14203944685114864,0.2304388265124883,0.2512991204938901,0.23848526107833795,0.2206009856393655
Actions - One Minute Smile,L5022,0.17349700935396828,0.0823374379674448,0.08038965860599256,0.15867717519792512,0.16189001298971287,0.23264258745226768,0.2456108752869003,0.21845801935242973,0.20797030797907323
Actions - One Minute Smile,L5086,0.17325983604675488,0.10224559703423933,0.10013923992499439,0.1606888977397487,0.16549607901270208,0.22393743524085863,0.2409832721145786,0.2006642060753726,0.19192396123154465
Actions - One Minute Smile,L5027,0.17339409573860853,0.08767569605549085,0.07728568076905346,0.14988327279328117,0.15804150217910679,0.23185785280485322,0.2438597721741687,0.2313587075086757,0.20719028162423847
Actions - One Minute Smile,L5091,0.17329690637508519,0.10956166474438897,0.0977866485194526,0.1604115647947128,0.16588919997378415,0.22142939000184791,0.240001106518839,0.1985700445388643,0.1927256319087918
Actions - One Minute Smile,L5092,0.1750990113657473,0.10990520749955918,0.09994509986053601,0.1617182187766752,0.17195864135148925,0.22084855779447804,0.2387579210130491,0.20310296211389756,0.19455548251629412
Alexander Ross - Goodbye Bolero,L5018,0.24389319806722382,0.18442004244650675,0.19660713244669567,0.17482391446938772,0.17312767460355055,0.3503283222053898,0.3714191226284229,0.2457651122674608,0.25465426347037645
Alexander Ross - Goodbye Bolero,L5020,0.22267839419543387,0.1523046875897222,0.15252221849229744,0.17423118991189707,0.18488120938917074,0.31520963510497946,0.3122676512666387,0.249048757675442,0.24096180413332322
Alexander Ross - Goodbye Bolero,L5001,0.22049361236552723,0.11381836549803992,0.1406847272517939,0.17945929278905565,0.18517592430049562,0.2801166356211605,0.35222839039984216,0.23434286979349164,0.27812269327033845
Alexander Ross - Goodbye Bolero,L5007,0.24484699526899706,0.18623248217877858,0.17806534777447003,0.17793663784186242,0.18598812940103637,0.3516398835330006,0.38006732842562685,0.24403909988785163,0.25480705310935003
Alexander Ross - Goodbye Bolero,L5048,0.2364334848195966,0.18051930165932153,0.17638599095939272,0.18110429973925263,0.18798217953408097,0.33672347489354904,0.3457114932325405,0.24095525412156474,0.2420858844170709
Alexander Ross - Goodbye Bolero,L5000,0.24783778332429077,0.18546681971100892,0.1742565770965307,0.17458838811462551,0.19105498764901113,0.34144464817197695,0.36090185989791834,0.24346687278479856,0.3115221131684559
ANiMAL - Rockshow,L5079,0.15426763707134558,0.09344523630729115,0.08375714518468821,0.1810756768111505,0.1807214807773191,0.14882151411849415,0.15691671675262933,0.18759136333691984,0.20181196328227233
ANiMAL - Rockshow,L5029,0.16103281429032112,0.1032789938549783,0.09257473297950262,0.1778550670411445,0.17483495655915596,0.14893347394560325,0.16109060966619138,0.21335487220400617,0.21633980807198688
ANiMAL - Rockshow,L5055,0.1587041951277651,0.05587018472640264,0.08591864230103795,0.1713098982917,0.1796546393987491,0.19020177245078118,0.15304173937290283,0.23523576048300118,0.19840092399754594
ANiMAL - Rockshow,L5078,0.15568276147474042,0.0949016296052786,0.09491109814322299,0.18147500470174494,0.17635099855556063,0.14801790580569385,0.15896028861202044,0.19063964181916715,0.2002055245552347
ANiMAL - Rockshow,L5071,0.15362107752622634,0.09114075960528689,0.0924162489545495,0.1797506488071942,0.17679582825581908,0.14188726479087288,0.15046729315231827,0.19644955760459437,0.20006101903917536
ANiMAL - Rockshow,L5069,0.15803800080511798,0.09082035136077768,0.0938413644110431,0.18474787404207657,0.17746103573817903,0.15221662890537385,0.15856026032864323,0.1982759745479765,0.20838051710687394
