song,listener,score,left_bass,right_bass,left_drums,right_drums,left_other,right_other,left_vocals,right_vocals
Actions - One Minute Smile,L5018,0.17584706627295904,0.09461817262430387,0.10428381716175031,0.13393183635054784,0.1356263022975352,0.22528832569718474,0.2446276651428087,0.23741314725889504,0.23098726365064676
Actions - One Minute Smile,L5020,0.1705945600605418,0.08465420373446458,0.07240664539195733,0.13538343725355778,0.1587763008022436,0.23642529486975353,0.24849605432902563,0.22888771577746092,0.19972682832587113
Actions - One Minute Smile,L5001,0.1781330630075264,0.0868091685407866,0.09182377217280999,0.1481981009899987,0.13084156021019674,0.24615607249234753,0.2641555316529414,0.22361340793286408,0.23346689006826615
Actions - One Minute Smile,L5007,0.17649762543224257,0.09548317456036505,0.09123420272770287,0.14143131826816463,0.13109342324941112,0.22501056409605621,0.24806808610234024,0.24404875127681402,0.23561148317708638
Actions - One Minute Smile,L5048,0.1727621013720761,0.09559597561142173,0.09494150653664313,0.1415328182505379,0.14666298453903692,0.22314106577157256,0.24301309735389148,0.22646122888265152,0.21074813403085335
Actions - One Minute Smile,L5000,0.1888522518505213,0.09987967168132053,0.17440363950420168,0.13707473063588474,0.14141174929984796,0.22215642182698125,0.2589619145134012,0.23136794676007094,0.2455619405824621
Alexander Ross - Goodbye Bolero,L5079,0.22384753932546267,0.16991264285199492,0.1670334932435775,0.18926765770370488,0.19387940822211175,0.29645203035314727,0.31497958187411357,0.22752145325137302,0.2317340471036785
Alexander Ross - Goodbye Bolero,L5029,0.24273243149606777,0.20512501774141545,0.18488600327329885,0.17083101759013908,0.18102349289698075,0.35674863932758843,0.3547399898214819,0.24729938847294564,0.24120590284469218
Alexander Ross - Goodbye Bolero,L5055,0.22757427661539734,0.14100616164620355,0.17014844435460746,0.1808101006197624,0.18857671105641877,0.35506170121143177,0.29969398031801076,0.255761842570077,0.22953527114666708
Alexander Ross - Goodbye Bolero,L5078,0.22749120363885605,0.18461941441573038,0.17477357923805625,0.1860193564454688,0.19003795654860128,0.3063685962652988,0.3149266401971954,0.2299325392893508,0.23325154671114662
Alexander Ross - Goodbye Bolero,L5071,0.22764912339853977,0.18754189471007343,0.17911205440464512,0.17519170118678545,0.18336048011399464,0.327179944769363,0.3032151208726494,0.23710892370687378,0.22848286742393328
Alexander Ross - Goodbye Bolero,L5069,0.23205016621224145,0.17315313841795013,0.17364765824633516,0.18870491916558174,0.19782508710084157,0.3234645991884112,0.3339504912057386,0.23230059903194103,0.23335483734113216
ANiMAL - Rockshow,L5093,0.1587706087019542,0.08713659953309964,0.09938520646833016,0.17462689912090804,0.1772032269067055,0.16747459500487846,0.1488017531262199,0.22255118184476017,0.19298540761073163
ANiMAL - Rockshow,L5039,0.16133057747240187,0.07777957997704427,0.10281600459258416,0.17464537149716475,0.17978832963617447,0.17423512298115035,0.16387532819563677,0.21407074370180143,0.20343413919765868
ANiMAL - Rockshow,L5023,0.15909346288004897,0.08162506183030316,0.08323703064816684,0.17318496982723622,0.17286936513388718,0.1623772214147852,0.16748103954363472,0.21038756601672748,0.221585448625651
ANiMAL - Rockshow,L5063,0.1573266397472628,0.09481000508343049,0.08363288721344214,0.1829013896020421,0.18046928959535002,0.15760373110783935,0.15603727835731038,0.20343359688644153,0.19972494013224637
ANiMAL - Rockshow,L5019,0.16438931617392252,0.08241739109629402,0.07893419418770467,0.1769068410805264,0.18525463746458837,0.17900393400502373,0.16949691817796583,0.23282309688940178,0.21027751648987536
ANiMAL - Rockshow,L5031,0.15782585900888385,0.08661823433665106,0.08476642553320939,0.1809500750999223,0.1722759212541055,0.1513772155017893,0.16299662071584192,0.20579213072662794,0.21783024890292324
Clara Berry And Wooldog - Waltz For My Victims,L5040,0.23975911753472293,0.13595432024081822,0.14279731551044322,0.16867044366285286,0.17762222474407516,0.49465962000155733,0.383448135416819,0.21192535878359883,0.20299552191761888
Clara Berry And Wooldog - Waltz For My Victims,L5008,0.2525248832603678,0.16146528992402864,0.14614708082827038,0.16369416670511747,0.16472624025023008,0.5081666098055684,0.4683866307107566,0.20239440423500896,0.20521864362396175
Clara Berry And Wooldog - Waltz For My Victims,L5022,0.2326574881683608,0.13009597916014937,0.13571673976584397,0.17208949706142299,0.17214112228436673,0.4552718577205192,0.4009356492722993,0.19476896875561572,0.20024009132666906
Clara Berry And Wooldog - Waltz For My Victims,L5086,0.2151630188539912,0.14363073451489547,0.1446533578395809,0.17966579813852118,0.18169778310729395,0.3551358002534491,0.32516255901148816,0.19435060325726883,0.19700751470943212
Clara Berry And Wooldog - Waltz For My Victims,L5027,0.2377029789232295,0.14459779699826125,0.14171431964389997,0.16849005952407786,0.16913311308793125,0.48112534146465424,0.39570637833205924,0.1989546501225556,0.2019021722123966
Clara Berry And Wooldog - Waltz For My Victims,L5091,0.21393376815602438,0.14648025474719337,0.1438772649378237,0.1812407840015688,0.1809346779261562,0.3424187428241274,0.325753630812057,0.19363081245935315,0.19713397753991546
Clara Berry And Wooldog - Waltz For My Victims,L5092,0.2159933354399765,0.14739233398154283,0.14426546999541223,0.18183335299613768,0.18427519504895745,0.34713629988587935,0.3255578206339477,0.19803066883887743,0.19945554213905736
Fergessen - Nos Palpitants,L5018,0.27435300098995846,0.1653561612836332,0.17023658021863064,0.1804540484554405,0.17994113193365124,0.3701507876235341,0.37998273681964384,0.3456672008554421,0.40303536072969204
